symbol,isin,company_name,series,sector,industry,listing_date,delisting_date,active,updated_at,market_cap_cr,market_cap_as_of,market_cap_source
ANTHEM,INE0CZ201020,Anthem Biosciences Limited,EQ,,,21-JUL-2025,,1,2026-09-10 00:27:05,53121.775471960005,2026-09-09,CALCULATED_QUARTERLY_SHARES
ANUHPHR,INE489G01022,Anuh Pharma Limited,EQ,,,20-DEC-2024,,1,2026-09-10 00:27:05,969.5024600939998,2026-09-09,CALCULATED_QUARTERLY_SHARES
ANUP,INE294Z01018,The Anup Engineering Limited,EQ,,,01-MAR-2019,,1,2026-09-10 00:27:05,3494.7945312,2026-09-09,CALCULATED_QUARTERLY_SHARES
ANURAS,INE930P01018,Anupam Rasayan India Limited,EQ,,,24-MAR-2021,,1,2026-09-10 00:27:05,13999.375085679998,2026-09-09,CALCULATED_QUARTERLY_SHARES
APARINDS,INE372A01015,Apar Industries Limited,EQ,,,12-JUL-2004,,1,2026-09-10 00:27:05,73054.6154784,2026-09-09,CALCULATED_QUARTERLY_SHARES
APCL,INE071F01012,Anjani Portland Cement Limited,EQ,,,10-APR-2017,,1,2026-09-10 00:27:05,294.951975201,2026-09-09,CALCULATED_QUARTERLY_SHARES
APCOTEXIND,INE116A01032,Apcotex Industries Limited,EQ,,,06-SEP-1995,,1,2026-09-10 00:27:05,3190.7346103050004,2026-09-09,CALCULATED_QUARTERLY_SHARES
APEX,INE346W01013,Apex Frozen Foods Limited,EQ,,,04-SEP-2017,,1,2026-09-10 00:27:05,1189.2348472649999,2026-09-09,CALCULATED_QUARTERLY_SHARES
APLAPOLLO,INE702C01027,APL Apollo Tubes Limited,EQ,,,14-DEC-2011,,1,2026-09-10 00:27:05,60193.3104728,2026-09-09,CALCULATED_QUARTERLY_SHARES
APLLTD,INE901L01018,Alembic Pharmaceuticals Limited,EQ,,,20-SEP-2011,,1,2026-09-10 00:27:05,16067.569105419998,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOLLO,INE713T01028,Apollo Micro Systems Limited,EQ,,,22-JAN-2018,,1,2026-09-10 00:27:05,15698.116912554999,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOLLOHOSP,INE437A01024,Apollo Hospitals Enterprise Limited,EQ,,,10-JAN-1996,,1,2026-09-10 00:27:05,128927.4426069,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOLLOPIPE,INE126J01016,Apollo Pipes Limited,EQ,,,11-NOV-2019,,1,2026-09-10 00:27:05,2544.03094032,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOLLOTYRE,INE438A01022,Apollo Tyres Limited,EQ,,,31-MAY-1995,,1,2026-09-10 00:27:05,26819.96246625,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOLSINHOT,INE451F01024,Apollo Sindoori Hotels Limited,EQ,,,28-JAN-2015,,1,2026-09-10 00:27:05,317.3680796,2026-09-09,CALCULATED_QUARTERLY_SHARES
APOORVA,INE217S01014,Apoorva Leasing Finance and Investment Company Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
APTECHT,INE266F01018,Aptech Limited,BE,,,27-SEP-2002,,1,2026-09-10 00:27:05,694.415292104,2026-06-17,CALCULATED_QUARTERLY_SHARES
APTUS,INE852O01025,Aptus Value Housing Finance India Limited,EQ,,,24-AUG-2021,,1,2026-09-10 00:27:05,12937.00164196,2026-09-09,CALCULATED_QUARTERLY_SHARES
AQYLON,INE416A01051,Aqylon Nexus Limited,EQ,,,01-APR-2024,,1,2026-09-10 00:27:05,573.654256833,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARCHIDPLY,INE877I01016,Archidply Industries Limited,EQ,,,04-JUL-2008,,1,2026-09-10 00:27:05,203.69386428,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARCHIES,INE731A01020,Archies Limited,EQ,,,02-SEP-1998,,1,2026-09-10 00:27:05,44.015801262000004,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARCL,INE372M01010,ARCL Organics Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
ARDEE,INE0XNF01022,Ardee Industries Limited,EQ,,,12-AUG-2026,,1,2026-09-10 00:26:57,,,
ARE&M,INE885A01032,Amara Raja Energy & Mobility Limited,EQ,,,05-SEP-2003,,1,2026-09-10 00:27:05,15231.26135289,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARENTERP,INE610C01014,Rajdarshan Industries Limited,EQ,,,18-OCT-1995,,1,2026-09-10 00:27:05,10.876568021,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARFIN,INE784R01023,Arfin India Limited,EQ,,,22-JUL-2025,,1,2026-09-10 00:27:05,1497.794239425,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARIES,INE298I01015,Aries Agro Limited,BE,,,11-JAN-2008,,1,2026-09-10 00:27:05,631.931178015,2026-09-07,CALCULATED_QUARTERLY_SHARES
ARIHANT,INE413D01011,Arihant Foundations & Housing Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
ARIHANTCAP,INE420B01036,Arihant Capital Markets Limited,EQ,,,15-JUN-2021,,1,2026-09-10 00:27:05,844.735203112,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARIHANTSUP,INE643K01018,Arihant Superstructures Limited,EQ,,,28-MAR-2017,,1,2026-09-10 00:27:05,959.29679976,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARIS,INE0H9P01028,Arisinfra Solutions Limited,EQ,,,25-JUN-2025,,1,2026-09-10 00:27:05,1045.60700808,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARKADE,INE0QRL01017,Arkade Developers Limited,EQ,,,24-SEP-2024,,1,2026-09-10 00:27:05,2282.8363916450003,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARMANFIN,INE109C01017,Arman Financial Services Limited,EQ,,,14-JUN-2016,,1,2026-09-10 00:27:05,2141.54109845,2026-09-09,CALCULATED_QUARTERLY_SHARES
AROGRANITE,INE210C01013,Aro Granite Industries Limited,EQ,,,24-APR-2007,,1,2026-09-10 00:27:05,36.783635251999996,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARROWGREEN,INE570D01018,Arrow Greentech Limited,BE,,,21-MAY-2015,,1,2026-09-10 00:27:05,864.6637413049999,2026-06-11,CALCULATED_QUARTERLY_SHARES
ARSHIYA,INE968D01022,Arshiya Limited,BZ,,,14-DEC-2009,,1,2026-09-10 00:26:57,,,
ARSSBL,INE549H01021,Anand Rathi Share and Stock Brokers Limited,EQ,,,30-SEP-2025,,1,2026-09-10 00:27:05,3186.338023245,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,EQ,,,23-JAN-2020,,1,2026-09-10 00:27:05,5609.0707950900005,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARTNIRMAN,INE738V01013,Art Nirman Limited,EQ,,,18-OCT-2021,,1,2026-09-10 00:27:05,101.11594195200001,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARVEE,INE006Z01016,Arvee Laboratories (India) Limited,EQ,,,22-MAR-2021,,1,2026-09-10 00:27:05,231.74815983199997,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARVIND,INE034A01011,Arvind Limited,EQ,,,08-FEB-1995,,1,2026-09-10 00:27:05,15528.260503559997,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARVINDFASN,INE955V01021,Arvind Fashions Limited,EQ,,,08-MAR-2019,,1,2026-09-10 00:27:05,5960.84903491,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARVSMART,INE034S01021,Arvind SmartSpaces Limited,EQ,,,26-AUG-2015,,1,2026-09-10 00:27:05,2775.85190145,2026-09-09,CALCULATED_QUARTERLY_SHARES
ARYAMAN,INE032E01017,Aryaman Financial Services Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
ASAHIINDIA,INE439A01020,Asahi India Glass Limited,EQ,,,18-MAR-1998,,1,2026-09-10 00:27:05,24696.9176375,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,BE,,,29-AUG-2011,,1,2026-09-10 00:27:05,443.29052827,2026-07-30,CALCULATED_QUARTERLY_SHARES
ASAL,INE900C01027,Automotive Stampings and Assemblies Limited,EQ,,,12-MAR-2002,,1,2026-09-10 00:27:05,742.92961785,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASALCBR,INE073G01016,Associated Alcohols & Breweries Ltd.,EQ,,,12-FEB-2020,,1,2026-09-10 00:27:05,1378.88920512,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHAPURMIN,INE348A01023,Ashapura Minechem Limited,EQ,,,20-SEP-1995,,1,2026-09-10 00:27:05,5259.8468369,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHIANA,INE365D01021,Ashiana Housing Limited,EQ,,,29-JUN-2011,,1,2026-09-10 00:27:05,3509.0968901700003,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHIKAG,INE094B01013,Ashika Global Securities Limited,BE,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
ASHIMASYN,INE440A01010,Ashima Limited,EQ,,,27-JUL-1995,,1,2026-09-10 00:27:05,330.01954183799995,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHOKA,INE442H01029,Ashoka Buildcon Limited,EQ,,,14-OCT-2010,,1,2026-09-10 00:27:05,3188.262007746,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHOKAMET,INE760Y01011,Ashoka Metcast Limited,EQ,,,27-JUN-2023,,1,2026-09-10 00:27:05,36.343224359999994,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASHOKLEY,INE208A01029,Ashok Leyland Limited,EQ,,,25-MAY-1995,,1,2026-09-10 00:26:57,,,
ASIANENE,INE276G01015,Asian Energy Services Limited,EQ,,,09-DEC-2021,,1,2026-09-10 00:27:05,2604.0387177,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASIANHOTNR,INE363A01022,Asian Hotels (North) Limited,EQ,,,07-APR-2010,,1,2026-09-10 00:27:05,1724.51411305,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASIANPAINT,INE021A01026,Asian Paints Limited,EQ,,,31-MAY-1995,,1,2026-09-10 00:27:05,238725.129785,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASIANTILES,INE022I01019,Asian Granito India Limited,EQ,,,23-AUG-2007,,1,2026-09-10 00:27:05,1496.402073719,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASIANTNE,INE822B01017,Asian Tea & Exports Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
ASKAUTOLTD,INE491J01022,ASK Automotive Limited,EQ,,,15-NOV-2023,,1,2026-09-10 00:27:05,12365.769585,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASMS,INE855F01042,Avio Smart Market Stack Limited,BE,,,09-FEB-2023,,1,2026-09-10 00:27:05,242.450528436,2026-06-18,CALCULATED_QUARTERLY_SHARES
ASPINWALL,INE991I01015,Aspinwall and Company Limited,EQ,,,14-JUN-2016,,1,2026-09-10 00:27:05,196.434008625,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASSAMENT,INE165G01010,Assam Entrade Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
ASTAR,INE194D01017,Asian Star Company Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
ASTEC,INE563J01010,Astec LifeSciences Limited,EQ,,,25-NOV-2009,,1,2026-09-10 00:27:05,1695.8170421,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASTERDM,INE914M01019,Aster DM Quality Care Limited,EQ,,,26-FEB-2018,,1,2026-09-10 00:27:05,68017.19109149501,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASTRAL,INE006I01046,Astral Limited,EQ,,,20-MAR-2007,,1,2026-09-10 00:27:05,39621.89907804,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASTRAMICRO,INE386C01029,Astra Microwave Products Limited,EQ,,,01-NOV-2004,,1,2026-09-10 00:27:05,16189.23766581,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASTRAZEN,INE203A01020,AstraZeneca Pharma India Limited,EQ,,,04-MAY-2001,,1,2026-09-10 00:27:05,17191.25,2026-09-09,CALCULATED_QUARTERLY_SHARES
ASTRON,INE646X01014,Astron Paper & Board Mill Limited,BZ,,,29-DEC-2017,,1,2026-09-10 00:27:05,21.529996336,2026-04-16,CALCULATED_QUARTERLY_SHARES
ATALREAL,INE0ALR01029,Atal Realtech Limited,EQ,,,12-MAY-2023,,1,2026-09-10 00:27:05,210.10149251200002,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATAM,INE09KD01013,Atam Valves Limited,EQ,,,10-MAY-2023,,1,2026-09-10 00:27:05,63.785273136,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATGL,INE399L01023,Adani Total Gas Limited,EQ,,,05-NOV-2018,,1,2026-09-10 00:27:05,67341.82472901,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATHERENERG,INE0LEZ01016,Ather Energy Limited,EQ,,,06-MAY-2025,,1,2026-09-10 00:27:05,62277.35505,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATL,INE0NN701020,Allcargo Terminals Limited,EQ,,,10-AUG-2023,,1,2026-09-10 00:27:05,726.3893219360001,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATLANTAA,INE285H01022,ATLANTAA LIMITED,EQ,,,25-SEP-2006,,1,2026-09-10 00:27:05,310.599960388,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATLANTAELE,INE0Z4F01028,Atlanta Electricals Limited,EQ,,,29-SEP-2025,,1,2026-09-10 00:27:05,14216.613182520001,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATLASCYCLE,INE446A01025,Atlas Cycles (Haryana) Limited,EQ,,,23-OCT-1996,,1,2026-09-10 00:27:05,69.248524527,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATUL,INE100A01010,Atul Limited,EQ,,,06-MAY-1998,,1,2026-09-10 00:27:05,18317.414958,2026-09-09,CALCULATED_QUARTERLY_SHARES
ATULAUTO,INE951D01028,Atul Auto Limited,EQ,,,26-JUN-2013,,1,2026-09-10 00:27:05,1265.6048432700002,2026-09-09,CALCULATED_QUARTERLY_SHARES
AUBANK,INE949L01017,AU Small Finance Bank Limited,EQ,,,10-JUL-2017,,1,2026-09-10 00:27:05,79420.1696736,2026-09-09,CALCULATED_QUARTERLY_SHARES
AURIONPRO,INE132H01018,Aurionpro Solutions Limited,EQ,,,25-OCT-2005,,1,2026-09-10 00:27:05,3674.63751369,2026-09-09,CALCULATED_QUARTERLY_SHARES
AUROPHARMA,INE406A01037,Aurobindo Pharma Limited,EQ,,,19-JUL-2000,,1,2026-09-10 00:27:05,97756.41084615,2026-09-09,CALCULATED_QUARTERLY_SHARES
AURUM,INE898S01029,Aurum PropTech Limited,EQ,,,19-AUG-2015,,1,2026-09-10 00:27:05,1689.472821708,2026-09-09,CALCULATED_QUARTERLY_SHARES
AURUS,INE142K01011,AURUS GEM CORPORATION LIMITED,EQ,,,05-NOV-2013,,1,2026-09-10 00:27:05,14.537196994999999,2026-09-09,CALCULATED_QUARTERLY_SHARES
AUSOMENT,INE218C01016,Ausom Enterprise Limited,EQ,,,17-APR-1996,,1,2026-09-10 00:27:05,210.04987610499998,2026-09-09,CALCULATED_QUARTERLY_SHARES
AUSTENG,INE759F01012,Austin Engineering Company  Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
AUTOAXLES,INE449A01011,Automotive Axles Limited,EQ,,,29-MAY-2003,,1,2026-09-10 00:27:05,2506.24608955,2026-09-09,CALCULATED_QUARTERLY_SHARES
AUTOIND,INE718H01014,Autoline Industries Limited,EQ,,,31-JAN-2007,,1,2026-09-10 00:27:05,390.73305460700004,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVADHSUGAR,INE349W01017,Avadh Sugar & Energy Limited,EQ,,,28-JUL-2017,,1,2026-09-10 00:27:05,1646.121255,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVALON,INE0LCL01028,Avalon Technologies Limited,EQ,,,18-APR-2023,,1,2026-09-10 00:27:05,15324.02165048,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVANCE,INE758A01072,Avance Technologies Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
AVANTEL,INE005B01027,Avantel Limited,EQ,,,31-JUL-2024,,1,2026-09-10 00:27:05,4267.87571716,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVANTIFEED,INE871C01038,Avanti Feeds Limited,EQ,,,15-APR-2015,,1,2026-09-10 00:27:05,10996.350406259999,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVG,INE680Z01018,AVG Logistics Limited,BE,,,12-MAY-2023,,1,2026-09-10 00:27:05,419.490050984,2026-07-03,CALCULATED_QUARTERLY_SHARES
AVL,INE679V01027,Aditya Vision Limited,EQ,,,06-NOV-2024,,1,2026-09-10 00:27:05,8047.07093478,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVONMORE,INE323B01024,Avonmore Capital & Management Services Limited,EQ,,,04-JAN-2023,,1,2026-09-10 00:27:05,394.78362533200004,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVROIND,INE652Z01025,AVRO INDIA LIMITED,EQ,,,07-APR-2022,,1,2026-09-10 00:27:05,115.257686515,2026-09-09,CALCULATED_QUARTERLY_SHARES
AVTNPL,INE488D01021,AVT Natural Products Limited,EQ,,,10-JAN-2007,,1,2026-09-10 00:27:05,1407.408423014,2026-09-09,CALCULATED_QUARTERLY_SHARES
AWFIS,INE108V01019,Awfis Space Solutions Limited,EQ,,,30-MAY-2024,,1,2026-09-10 00:27:05,1816.59237067,2026-09-09,CALCULATED_QUARTERLY_SHARES
AWHCL,INE01BK01022,Antony Waste Handling Cell Limited,EQ,,,01-JAN-2021,,1,2026-09-10 00:27:05,1067.4808997199998,2026-09-09,CALCULATED_QUARTERLY_SHARES
AWL,INE699H01024,AWL Agri Business Limited,EQ,,,08-FEB-2022,,1,2026-09-10 00:27:05,24369.618848768,2026-09-09,CALCULATED_QUARTERLY_SHARES
AXISBANK,INE238A01034,Axis Bank Limited,EQ,,,16-NOV-1998,,1,2026-09-10 00:27:05,372555.1705632,2026-09-09,CALCULATED_QUARTERLY_SHARES
AXISCADES,INE555B01013,AXISCADES Technologies Limited,EQ,,,21-DEC-2000,,1,2026-09-10 00:27:05,7977.962265210001,2026-09-09,CALCULATED_QUARTERLY_SHARES
AXITA,INE02EZ01022,Axita Cotton Limited,EQ,,,21-JUN-2022,,1,2026-09-10 00:27:05,305.9991128,2026-09-09,CALCULATED_QUARTERLY_SHARES
AXTEL,INE767C01012,Axtel Industries Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
AYE,INE501X01029,Aye Finance Limited,EQ,,,16-FEB-2026,,1,2026-09-10 00:27:05,4413.059370468,2026-09-09,CALCULATED_QUARTERLY_SHARES
AYMSYNTEX,INE193B01039,AYM Syntex Limited,EQ,,,14-AUG-2015,,1,2026-09-10 00:27:05,1828.3387714900002,2026-09-09,CALCULATED_QUARTERLY_SHARES
AZAD,INE02IJ01035,Azad Engineering Limited,EQ,,,28-DEC-2023,,1,2026-09-10 00:27:05,18116.0804385,2026-09-09,CALCULATED_QUARTERLY_SHARES
AZADIND,INE566M01017,Azad India Mobility Limited,EQ,,,17-AUG-2026,,1,2026-09-10 00:26:57,,,
BAFNAPH,INE878I01022,Bafna Pharmaceuticals Limited,BE,,,27-FEB-2020,,1,2026-09-10 00:27:05,412.99229643,2026-06-09,CALCULATED_QUARTERLY_SHARES
BAGFILMS,INE116D01028,B.A.G Films and Media Limited,EQ,,,17-OCT-2003,,1,2026-09-10 00:27:05,100.022063328,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAIDFIN,INE020D01022,Baid Finserv Limited,EQ,,,20-JAN-2023,,1,2026-09-10 00:27:05,194.985750354,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJ-AUTO,INE917I01010,Bajaj Auto Limited,EQ,,,26-MAY-2008,,1,2026-09-10 00:27:05,329538.81195,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJCON,INE933K01021,Bajaj Consumer Care Limited,EQ,,,18-AUG-2010,,1,2026-09-10 00:27:05,6810.886949390001,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJELEC,INE193E01025,Bajaj Electricals Limited,EQ,,,02-NOV-2007,,1,2026-09-10 00:27:05,3921.1846232,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJFINSV,INE918I01026,Bajaj Finserv Limited,EQ,,,26-MAY-2008,,1,2026-09-10 00:27:05,308415.0862734,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJHCARE,INE411U01027,Bajaj Healthcare Limited,EQ,,,25-NOV-2021,,1,2026-09-10 00:27:05,1123.31912665,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJHFL,INE377Y01014,Bajaj Housing Finance Limited,EQ,,,16-SEP-2024,,1,2026-09-10 00:27:05,69094.298368284,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJHIND,INE306A01021,Bajaj Hindusthan Sugar Limited,EQ,,,10-MAY-1995,,1,2026-09-10 00:27:05,5105.155332830001,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJHLDNG,INE118A01012,Bajaj Holdings & Investment Limited,EQ,,,15-MAR-1995,,1,2026-09-10 00:27:05,123295.115706,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJINDEF,INE0O9T01021,Indef Manufacturing Limited,EQ,,,21-FEB-2025,,1,2026-09-10 00:27:05,708.688543062,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJAJST,INE704G01024,Bajaj Steel Industries Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
BAJEL,INE0KQN01018,Bajel Projects Limited,EQ,,,19-DEC-2023,,1,2026-09-10 00:27:05,2127.925052802,2026-09-09,CALCULATED_QUARTERLY_SHARES
BAJFINANCE,INE296A01032,Bajaj Finance Limited,EQ,,,01-APR-2003,,1,2026-09-10 00:27:05,647112.2366545099,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALAJEE,INE0S2G01011,Shree Tirupati Balajee Agro Trading Company Limited,EQ,,,12-SEP-2024,,1,2026-09-10 00:27:05,208.020636,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALAJITELE,INE794B01026,Balaji Telefilms Limited,EQ,,,22-NOV-2000,,1,2026-09-10 00:27:05,1131.689495265,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALAMINES,INE050E01027,Balaji Amines Limited,EQ,,,05-APR-2007,,1,2026-09-10 00:27:05,7643.76913966,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALAXI,INE618N01022,BALAXI PHARMACEUTICALS LIMITED,EQ,,,30-NOV-2015,,1,2026-09-10 00:27:05,130.732581888,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALKRISHNA,INE875R01011,Balkrishna Paper Mills Limited,EQ,,,28-JUL-2015,,1,2026-09-10 00:27:05,53.227197156,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALKRISIND,INE787D01026,Balkrishna Industries Limited,EQ,,,27-JAN-2006,,1,2026-09-10 00:27:05,42698.160140039996,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALMLAWRIE,INE164A01016,Balmer Lawrie & Company Limited,EQ,,,06-JUL-1995,,1,2026-09-10 00:27:05,3002.82753576,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALPHARMA,INE083D01012,Bal Pharma Limited,EQ,,,08-MAY-2006,,1,2026-09-10 00:27:05,182.210477295,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALRAMCHIN,INE119A01028,Balrampur Chini Mills Limited,EQ,,,08-FEB-1995,,1,2026-09-10 00:27:05,14788.53454845,2026-09-09,CALCULATED_QUARTERLY_SHARES
BALUFORGE,INE011E01029,Balu Forge Industries Limited,EQ,,,29-APR-2024,,1,2026-09-10 00:27:05,6481.706185284999,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANARBEADS,INE655B01011,Banaras Beads Limited,EQ,,,07-JUL-1995,,1,2026-09-10 00:27:05,73.307800248,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANARISUG,INE459A01010,Bannari Amman Sugars Limited,EQ,,,28-MAY-2003,,1,2026-09-10 00:27:05,4577.665469080001,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANCOINDIA,INE213C01025,Banco Products (I) Limited,EQ,,,22-DEC-2006,,1,2026-09-10 00:27:05,9085.600289434999,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANDHANBNK,INE545U01014,Bandhan Bank Limited,EQ,,,27-MAR-2018,,1,2026-09-10 00:27:05,27658.73180273,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANG,INE863I01016,Bang Overseas Limited,EQ,,,20-FEB-2008,,1,2026-09-10 00:27:05,48.311194442,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANKA,INE862Y01015,Banka BioLoo Limited,EQ,,,29-OCT-2020,,1,2026-09-10 00:27:05,84.79404446800001,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANKBARODA,INE028A01039,Bank of Baroda,EQ,,,19-FEB-1997,,1,2026-09-10 00:27:05,121063.941807,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANKINDIA,INE084A01016,Bank of India,EQ,,,30-APR-1997,,1,2026-09-10 00:27:05,64222.125131256005,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANSALWIRE,INE0B9K01025,Bansal Wire Industries Limited,EQ,,,10-JUL-2024,,1,2026-09-10 00:27:05,4764.780399120001,2026-09-09,CALCULATED_QUARTERLY_SHARES
BANSWRAS,INE629D01020,Banswara Syntex Limited,EQ,,,11-APR-2007,,1,2026-09-10 00:27:05,388.26907543600004,2026-09-09,CALCULATED_QUARTERLY_SHARES
BASF,INE373A01013,BASF India Limited,EQ,,,17-MAY-1995,,1,2026-09-10 00:27:05,16215.7511042,2026-09-09,CALCULATED_QUARTERLY_SHARES
BASML,INE186H01022,Bannari Amman Spinning Mills Limited,BE,,,14-NOV-2005,,1,2026-09-10 00:27:05,218.03269382400003,2026-07-01,CALCULATED_QUARTERLY_SHARES
BATAINDIA,INE176A01028,Bata India Limited,EQ,,,18-JUN-2003,,1,2026-09-10 00:27:05,8495.799065325,2026-09-09,CALCULATED_QUARTERLY_SHARES
BATLIBOI,INE177C01022,Batliboi Limited,EQ,,,20-APR-2026,,1,2026-09-10 00:26:57,,,
BAYERCROP,INE462A01022,Bayer Cropscience Limited,EQ,,,08-JAN-2010,,1,2026-09-10 00:26:57,,,
BBL,INE464A01036,Bharat Bijlee Limited,EQ,,,21-NOV-2006,,1,2026-09-10 00:27:05,2538.44793,2026-09-09,CALCULATED_QUARTERLY_SHARES
BBOX,INE676A01027,Black Box Limited,EQ,,,22-JUL-2003,,1,2026-09-10 00:27:05,13553.35339709,2026-09-09,CALCULATED_QUARTERLY_SHARES
BBTC,INE050A01025,The Bombay Burmah Trading Corporation Limited,EQ,,,03-APR-1996,,1,2026-09-10 00:27:05,10107.9566908,2026-09-09,CALCULATED_QUARTERLY_SHARES
BBTCL,INE01EE01011,B&B Triplewall Containers Limited,EQ,,,23-NOV-2022,,1,2026-09-10 00:27:05,467.780242095,2026-09-09,CALCULATED_QUARTERLY_SHARES
BCG,INE425B01027,Brightcom Group Limited,EQ,,,08-MAY-2015,,1,2026-09-10 00:27:05,2064.889589631,2026-09-09,CALCULATED_QUARTERLY_SHARES
